name,Age,selling_price,km_driven,fuel,seller_type,transmission,owner
Ford Figo Diesel LXI,11,190000,130000,Diesel,Individual,Manual,1
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,6,650000,19014,Petrol,Dealer,Manual,0
Toyota Corolla Executive (HE),14,300000,23262,Petrol,Dealer,Manual,0
Ford Freestyle Titanium Diesel BSIV,7,700000,29600,Diesel,Dealer,Manual,0
Hyundai i10 Sportz 1.1L,8,310000,35925,Petrol,Dealer,Manual,0
Maruti Ignis 1.2 Zeta BSIV,5,500000,12000,Petrol,Individual,Manual,0
Toyota Etios V,10,415000,40771,Petrol,Dealer,Manual,0
Maruti Celerio VXI AT,8,395000,30500,Petrol,Dealer,Automatic,1
Toyota Etios Liva 1.2 G,9,430000,42000,Petrol,Dealer,Manual,1
Toyota Corolla H6,16,215000,55800,Petrol,Dealer,Manual,1
Renault Duster RXL AWD,9,550000,66569,Diesel,Dealer,Manual,0
Volkswagen Polo 1.5 TDI Trendline,9,415000,81358,Diesel,Dealer,Manual,0
Volkswagen Polo 1.5 TDI Comfortline,8,450000,82695,Diesel,Dealer,Manual,0
Ford Figo Diesel EXI,9,285000,68293,Diesel,Dealer,Manual,1
Honda Jazz VX CVT,7,580000,32000,Petrol,Dealer,Automatic,0
Maruti Swift Dzire Tour LDI,9,300000,190621,Diesel,Dealer,Manual,0
Hyundai Verna CRDi 1.6 SX Option,5,1200000,60000,Diesel,Individual,Manual,0
Maruti 800 Std MPFi,17,78000,64700,Petrol,Individual,Manual,0
Maruti 800 AC,21,65000,100000,Petrol,Individual,Manual,1
Tata Zest Quadrajet 1.3 75PS XE,7,400000,88470,Diesel,Individual,Manual,0
Hyundai Verna 1.6 CRDI SX Option,7,850000,75000,Diesel,Individual,Manual,0
Volkswagen Vento Diesel Highline,10,450000,120000,Diesel,Individual,Manual,1
Mercedes-Benz E-Class E250 CDI Blue Efficiency,11,2500000,35000,Diesel,Individual,Automatic,0
Toyota Etios 1.4 VXD,6,780000,70000,Diesel,Individual,Manual,0
Toyota Fortuner 2.8 2WD AT BSIV,6,3200000,57000,Diesel,Individual,Automatic,0
Maruti Alto 800 VXI,3,350000,1000,Petrol,Individual,Manual,0
Mahindra Quanto C6,10,285000,120000,Diesel,Individual,Manual,1
Volkswagen Vento 1.5 TDI Highline,8,525000,98000,Diesel,Dealer,Manual,0
Maruti Ciaz ZDi,9,550000,90000,Diesel,Dealer,Manual,1
Volkswagen Ameo 1.5 TDI Comfortline,5,580000,70000,Diesel,Individual,Manual,0
Tata Nano CX SE,10,75000,25000,Petrol,Individual,Manual,1
Tata Manza Aura Quadrajet,14,185000,60000,Diesel,Individual,Manual,1
Maruti Omni E 8 Str STD,16,110000,90000,Petrol,Individual,Manual,1
Honda City 1.5 EXI,19,180000,200000,Petrol,Individual,Manual,1
Volkswagen Polo Diesel Comfortline 1.2L,13,350000,110000,Diesel,Individual,Manual,1
Chevrolet Optra 1.6 LS,18,60000,126000,Petrol,Individual,Manual,1
Mahindra TUV 300 T10,5,695000,70000,Diesel,Individual,Manual,0
Mahindra Alturas G4 4X2 AT BSIV,4,2700000,5000,Diesel,Individual,Automatic,0
Maruti Zen Estilo LX BSIII,16,135000,74183,Petrol,Individual,Manual,1
Mahindra Bolero Power Plus Plus AC BSIV PS,8,640000,70000,Diesel,Individual,Manual,1
Maruti Alto 800 VXI,9,160000,90000,Petrol,Individual,Manual,0
Tata Indica LXI,19,80000,46000,Petrol,Individual,Manual,1
Maruti Swift Dzire VDI,10,340000,110000,Diesel,Individual,Manual,1
Maruti Ritz VDi,11,110000,80000,Diesel,Individual,Manual,1
Tata Sumo Gold EX,10,250000,90000,Diesel,Individual,Manual,1
Toyota Innova Crysta 2.4 VX MT BSIV,6,1300000,70000,Diesel,Individual,Manual,0
Mahindra Quanto C6,9,250000,1,Diesel,Individual,Manual,1
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,14,450000,192000,Diesel,Individual,Manual,0
Maruti Wagon R LX Minor,10,240000,70000,Petrol,Individual,Manual,1
Mahindra Bolero DI DX 7 Seater,16,225000,120000,Diesel,Individual,Manual,1
Maruti Wagon R VXI Optional,8,275000,60000,Petrol,Individual,Manual,1
Tata Sumo Victa CX 7/9 Str BSII,11,320000,120000,Diesel,Individual,Manual,1
Maruti Alto LX BSIII,15,75000,120000,Petrol,Individual,Manual,0
Tata Indica GLS BS IV,16,85000,50000,Petrol,Individual,Manual,1
Tata Indica Vista Aqua TDI BSIII,14,90000,120000,Diesel,Individual,Manual,0
Maruti Wagon R LXI Minor,16,85000,80000,Petrol,Individual,Manual,1
Mahindra Scorpio M2DI,15,350000,80000,Diesel,Individual,Manual,1
Skoda Superb Elegance 2.0 TDI CR AT,14,355000,100000,Diesel,Individual,Automatic,1
Maruti Swift VXI,3,619000,1500,Petrol,Individual,Manual,0
Jeep Compass 2.0 Longitude Option BSIV,5,1700000,50000,Diesel,Individual,Manual,0
Tata Indica DL,17,55000,100000,Diesel,Individual,Manual,1
Ford Fiesta 1.6 ZXi Leather,17,95000,83411,Petrol,Individual,Manual,0
Volkswagen Vento Diesel Highline,12,300000,120000,Diesel,Individual,Manual,1
Ford Fiesta 1.6 ZXi Leather,17,81000,83411,Petrol,Individual,Manual,0
Skoda Superb Elegance 2.0 TDI CR AT,8,1000000,80000,Diesel,Individual,Automatic,1
Maruti Ertiga VDI,4,925000,50000,Diesel,Individual,Manual,0
Mahindra Bolero Power Plus Plus AC BSIV PS,8,450000,40000,Diesel,Individual,Manual,0
Mahindra Scorpio EX,9,600000,13270,Diesel,Individual,Manual,0
Hyundai Santro Xing XL AT eRLX Euro III,17,85000,100000,Petrol,Individual,Automatic,1
Mahindra Thar DI 4X4 PS,7,700000,50000,Diesel,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Magna BSIV,6,486000,26500,Petrol,Individual,Manual,0
Maruti Swift VDI,10,400000,90000,Diesel,Individual,Manual,0
Ford Fiesta 1.4 Duratec ZXI,15,120000,100000,Petrol,Individual,Manual,1
Maruti Alto 800 LXI,5,275000,35000,Petrol,Individual,Manual,0
Hyundai i20 Asta Option 1.4 CRDi,7,580000,57000,Diesel,Individual,Manual,0
Maruti Swift Dzire LXI,8,375000,70000,Petrol,Individual,Manual,0
Maruti Wagon R VXI BS IV with ABS,8,229999,100000,Petrol,Individual,Manual,1
Maruti Alto LX,13,110000,88000,Petrol,Individual,Manual,1
Maruti Swift Dzire VDI,6,600000,60000,Diesel,Individual,Manual,0
Maruti A-Star Vxi,14,120000,76000,Petrol,Individual,Manual,1
Ford Figo Diesel Titanium,13,200000,100000,Diesel,Individual,Manual,1
Hyundai Verna 1.6 SX CRDi (O),11,450000,110000,Diesel,Individual,Manual,1
Hyundai Verna 1.6 SX CRDi (O),11,550000,80000,Diesel,Individual,Manual,1
Maruti Alto LX,11,220000,80000,Petrol,Individual,Manual,1
Maruti 800 EX,22,40000,30000,Petrol,Individual,Manual,0
Renault KWID Climber 1.0 AMT,6,300000,20000,Petrol,Individual,Automatic,0
Mahindra Bolero Power Plus SLE,5,630000,40000,Diesel,Individual,Manual,0
Maruti Swift Dzire VDI,6,610000,40000,Diesel,Individual,Manual,1
Hyundai Xcent 1.2 VTVT S,4,660000,7000,Petrol,Individual,Manual,1
Maruti Wagon R LXI LPG BSIV,11,220000,80000,Other,Individual,Manual,1
Nissan Micra Diesel XV Premium,12,138000,90000,Diesel,Individual,Manual,1
Nissan Micra Diesel XV Premium,10,210000,13770,Diesel,Individual,Manual,0
Maruti Zen LXi - BS III,18,125000,34000,Petrol,Dealer,Manual,0
Maruti Alto LXi BSIII,15,125000,102000,Petrol,Dealer,Manual,0
Honda City i DTEC SV,9,725000,110000,Diesel,Individual,Manual,0
Maruti Alto K10 2010-2014 VXI,12,170000,90000,Petrol,Individual,Manual,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,8,1200000,70000,Diesel,Individual,Manual,1
Maruti Wagon R VXI BSIII,20,70000,90000,Petrol,Individual,Manual,1
Maruti Alto LXi,16,100000,70000,Petrol,Individual,Manual,1
Honda Civic 1.8 (E) MT,17,300000,80000,Petrol,Individual,Manual,1
Maruti Swift VDI,10,450000,100000,Diesel,Individual,Manual,1
Maruti Swift Dzire VDI,8,530000,100000,Diesel,Individual,Manual,0
Maruti Zen Estilo 1.1 LXI BSIII,16,100000,143000,Petrol,Individual,Manual,1
Honda City 1.5 V MT,13,350000,115000,Petrol,Individual,Manual,1
Tata Manza ELAN Quadrajet BS IV,12,165000,100000,Diesel,Individual,Manual,1
Maruti Swift Dzire ZDI,4,475000,120000,Diesel,Individual,Manual,1
Mahindra Xylo E4 ABS BS IV,10,350000,42000,Diesel,Individual,Manual,0
Renault KWID RXL,7,229999,38000,Petrol,Individual,Manual,0
Honda WR-V i-DTEC VX,5,800000,35000,Diesel,Individual,Manual,0
Maruti Swift Dzire ZDI,9,475000,120000,Diesel,Individual,Manual,1
Nissan Terrano XL 110 PS,9,425000,136906,Diesel,Individual,Manual,0
Maruti Ciaz VDi Plus,8,660000,97000,Diesel,Individual,Manual,1
Honda Amaze S CVT Petrol,4,610000,10000,Petrol,Individual,Automatic,0
Honda Brio S MT,10,240000,50000,Petrol,Individual,Manual,1
Maruti Esteem Lxi,18,70000,60000,Petrol,Individual,Manual,1
Toyota Corolla Altis Diesel D4DGL,12,550000,120000,Diesel,Individual,Manual,0
Tata Indica Vista Aura 1.2 Safire,13,100000,120000,Petrol,Individual,Manual,1
Mahindra Bolero SLE,13,350000,90000,Diesel,Individual,Manual,1
Hyundai EON Era Plus,10,200000,120000,Petrol,Individual,Manual,0
Hyundai Elite i20 Asta Option CVT BSIV,4,720000,3000,Petrol,Individual,Automatic,0
Maruti Ritz VDi,9,350000,133000,Diesel,Individual,Manual,0
Maruti Wagon R VXI BS IV,7,400000,25000,Petrol,Individual,Manual,0
Hyundai i20 Active 1.2 S,6,570000,35000,Petrol,Individual,Manual,0
Maruti Omni MPI STD BSIV,8,130000,70000,Petrol,Individual,Manual,0
Maruti Alto 800 LXI,7,210000,52000,Petrol,Individual,Manual,0
Hyundai Creta 1.4 E Plus,5,800000,52000,Diesel,Individual,Manual,0
Honda Jazz 1.5 E i DTEC,6,700000,39000,Diesel,Individual,Manual,0
Tata Indica Vista Quadrajet VX,12,200000,28689,Diesel,Individual,Manual,0
Tata Aria Pure LX 4x2,9,495000,90000,Diesel,Individual,Manual,1
Ford Fiesta Classic 1.4 Duratorq CLXI,9,325000,80322,Diesel,Dealer,Manual,0
Ford Freestyle Trend Petrol BSIV,4,650000,8000,Petrol,Individual,Manual,0
Mahindra Jeep MM 775 XDB,23,155000,50000,Diesel,Individual,Manual,1
Maruti 800 AC BSIII,16,75000,90000,Petrol,Individual,Manual,1
Hyundai Grand i10 1.2 CRDi Magna,8,350000,61658,Diesel,Dealer,Manual,0
Maruti Zen Estilo LX BSIV,13,90000,50000,Petrol,Individual,Manual,1
Maruti Ertiga SHVS VDI,7,600000,80000,Diesel,Individual,Manual,0
Mahindra Scorpio SLE BSIII,13,400000,185000,Diesel,Individual,Manual,0
Maruti Swift VDI BSIV,9,370000,57000,Diesel,Individual,Manual,1
Maruti 800 DX,23,50000,60000,Petrol,Individual,Manual,0
Honda City 1.5 GXI,19,125000,120000,Petrol,Individual,Manual,1
Honda CR-V Diesel 4WD,5,1800000,26000,Diesel,Individual,Automatic,0
Hyundai Grand i10 1.2 Kappa Magna AT,4,650000,20000,Petrol,Individual,Automatic,0
Maruti Ertiga BSIV VXI AT,6,800000,30600,Petrol,Individual,Automatic,0
Volkswagen Polo 1.0 TSI Highline Plus,3,802000,5000,Petrol,Individual,Manual,0
Audi A4 35 TDI Premium,8,2300000,35000,Diesel,Individual,Automatic,1
Hyundai Xcent 1.1 CRDi SX,7,430000,35000,Diesel,Individual,Manual,0
Hyundai Verna 1.6 SX VTVT,6,650000,23000,Petrol,Individual,Manual,0
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,19,170000,120000,Diesel,Individual,Manual,0
Skoda Superb Elegance 2.0 TDI CR AT,12,450000,235000,Diesel,Individual,Automatic,0
Maruti Alto 800 LXI,10,250000,87000,Petrol,Individual,Manual,0
Ford Ecosport 1.0 Ecoboost Titanium,9,550000,72000,Petrol,Individual,Manual,1
Jaguar XF 3.0 Litre S Premium Luxury,10,2000000,64000,Diesel,Individual,Automatic,1
Maruti Zen Estilo VXI BSIII,16,140000,100000,Petrol,Individual,Manual,1
Chevrolet Beat LT,11,155000,12000,Petrol,Individual,Manual,0
Hyundai Accent Executive,13,120000,67000,Petrol,Individual,Manual,1
Toyota Innova 2.5 E 8 STR,11,287000,70000,Diesel,Individual,Manual,0
Maruti Baleno Alpha 1.3,7,675000,60000,Diesel,Individual,Manual,0
Hyundai i10 Magna 1.2 iTech SE,12,235000,74500,Petrol,Individual,Manual,1
Hyundai i20 1.4 CRDi Asta,12,300000,118700,Diesel,Individual,Manual,1
Nissan Micra XL CVT,8,434999,40000,Petrol,Individual,Automatic,1
Mahindra Scorpio VLX AT 2WD BSIII,19,225000,223660,Diesel,Individual,Automatic,1
Toyota Corolla AE,17,160000,140000,Petrol,Individual,Manual,1
Hyundai Grand i10 Nios Sportz,3,600000,5000,Petrol,Individual,Manual,0
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,7,470000,100000,Diesel,Individual,Manual,1
Maruti Swift Dzire VXi,12,300000,100000,Petrol,Individual,Manual,1
Maruti Baleno Delta 1.2,5,600000,2000,Petrol,Individual,Manual,0
Hyundai Grand i10 Nios AMT Magna,3,640000,4000,Petrol,Individual,Automatic,0
Tata Indica DLS,17,50000,120000,Diesel,Individual,Manual,1
Hyundai Verna 1.6 VTVT S,8,600000,35000,Petrol,Individual,Manual,0
Hyundai i10 Magna LPG,9,290000,29000,Other,Individual,Manual,0
Hyundai Verna 1.6 VTVT S,8,600000,30000,Petrol,Individual,Manual,0
Tata Manza Aqua Quadrajet BS IV,11,190000,120000,Diesel,Individual,Manual,0
Hyundai i10 Era 1.1,15,160000,110000,Petrol,Individual,Manual,1
Maruti Alto K10 VXI,6,325000,15000,Petrol,Individual,Manual,0
Mahindra Bolero DI,17,200000,73756,Diesel,Individual,Manual,0
Toyota Fortuner 2.8 2WD AT BSIV,5,2800000,40000,Diesel,Individual,Automatic,0
Chevrolet Spark 1.0 LS,12,125000,60000,Petrol,Individual,Manual,1
Hyundai i10 Magna 1.1,15,155000,60000,Petrol,Individual,Manual,1
Hyundai i20 Asta 1.4 CRDi,8,550000,90000,Diesel,Individual,Manual,0
Maruti Wagon R LX BSIII,14,130000,70000,Petrol,Individual,Manual,1
Maruti 800 AC,21,80000,70000,Petrol,Individual,Manual,1
Toyota Etios Cross 1.4L GD,8,500000,80000,Diesel,Individual,Manual,1
Renault KWID RXT BSIV,4,250000,27000,Petrol,Individual,Manual,0
Mahindra XUV500 W8 2WD,11,580000,70000,Diesel,Individual,Manual,0
Daewoo Matiz SD,21,60000,50000,Petrol,Individual,Manual,0
Toyota Etios GD,11,300000,185000,Diesel,Individual,Manual,0
Ford Figo Diesel Titanium,9,200000,90000,Diesel,Individual,Manual,1
Tata Hexa XT,6,1200000,16400,Diesel,Individual,Manual,0
Toyota Etios Cross 1.4L GD,8,350000,80000,Diesel,Individual,Manual,1
Mahindra XUV500 W8 4WD,11,600000,80000,Diesel,Individual,Manual,1
Honda Jazz V,4,650000,4000,Petrol,Individual,Manual,0
Maruti A-Star Lxi,15,120000,40000,Petrol,Individual,Manual,0
Tata New Safari DICOR 2.2 EX 4x2,13,180000,120000,Diesel,Individual,Manual,1
Hyundai Verna VTVT 1.6 AT SX Option,5,950000,41395,Petrol,Individual,Automatic,0
Tata Manza Aura Quadrajet BS IV,11,250999,35000,Diesel,Individual,Manual,1
Skoda Laura Ambiente 2.0 TDI CR MT,11,385000,52000,Diesel,Dealer,Manual,0
Audi A8 L 3.0 TDI quattro,14,1250000,47000,Diesel,Dealer,Automatic,1
Chevrolet Beat LT,10,165000,50000,Petrol,Individual,Manual,0
Hyundai Elantra SX,8,700000,48000,Petrol,Dealer,Manual,0
Mahindra XUV500 W8 4WD,8,750000,53000,Diesel,Dealer,Manual,0
Mahindra Renault Logan 1.5 DLS,15,89999,213000,Diesel,Individual,Manual,0
Datsun redi-GO AMT 1.0 T Option,5,290000,15000,Petrol,Dealer,Automatic,0
Tata Nano Cx BSIII,9,45000,7000,Petrol,Individual,Manual,1
Skoda Superb Ambition 2.0 TDI CR AT,10,675000,88000,Diesel,Dealer,Automatic,0
Nissan Terrano XL Plus 85 PS,8,530000,55000,Diesel,Dealer,Manual,0
BMW X1 sDrive20d M Sport,9,1485000,48000,Diesel,Dealer,Automatic,0
Chevrolet Enjoy TCDi LT 7 Seater,9,325000,71014,Diesel,Dealer,Manual,0
Honda Amaze S Diesel,8,400000,60000,Diesel,Dealer,Manual,0
Mahindra KUV 100 D75 K6 Plus,6,380000,71000,Diesel,Dealer,Manual,0
Honda City i-VTEC CVT VX,7,750000,45000,Petrol,Dealer,Automatic,0
Honda Brio VX,6,390000,45000,Petrol,Dealer,Manual,0
Maruti Alto LXi,14,110000,20000,Petrol,Individual,Manual,0
MG Hector Sharp Diesel MT BSIV,4,1825000,14000,Diesel,Dealer,Manual,0
Audi A4 35 TDI Premium Plus,4,3256000,17000,Diesel,Dealer,Automatic,0
Renault Scala Diesel RxL,8,370000,60000,Diesel,Dealer,Manual,0
Chevrolet Beat Diesel LT,10,210000,80000,Diesel,Individual,Manual,1
Skoda Laura Ambiente 1.9 PD,16,175000,181000,Diesel,Individual,Manual,1
Hyundai Verna 1.6 SX CRDi (O),11,575000,89550,Diesel,Individual,Manual,1
Mahindra Xylo D4,13,320000,90000,Diesel,Individual,Manual,1
Maruti Swift Ldi BSIV,13,280000,149500,Diesel,Individual,Manual,1
Renault Duster 85PS Diesel RxL Optional,10,500000,190000,Diesel,Individual,Manual,1
Ford Fiesta Diesel Style,10,380000,83000,Diesel,Dealer,Manual,0
Maruti 800 AC BSIII,18,120000,20000,Petrol,Individual,Manual,1
Maruti Eeco 5 Seater AC BSIV,5,395000,20000,Petrol,Individual,Manual,0
Skoda Laura 1.9 TDI MT Ambiente,13,360000,160000,Diesel,Individual,Manual,0
Nissan Terrano XL Plus 85 PS,8,451000,100000,Diesel,Individual,Manual,0
Chevrolet Spark 1.0 LS,13,175000,45000,Petrol,Individual,Manual,1
Chevrolet Spark 1.0 LS,14,170000,44800,Petrol,Individual,Manual,1
Hyundai Santro Xing XL eRLX Euro III,17,100000,40000,Petrol,Individual,Manual,1
Maruti Omni MPI STD BSIV,9,150000,120000,Petrol,Individual,Manual,1
Tata Indica Vista Quadrajet LX,12,149000,10000,Diesel,Individual,Manual,1
Tata Indica Vista Aqua 1.3 Quadrajet,12,160000,80000,Diesel,Individual,Manual,1
Datsun GO Plus T Option Petrol,5,434999,10000,Petrol,Individual,Manual,0
Mahindra XUV500 W8 4WD,9,800000,156000,Diesel,Individual,Manual,0
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,13,819999,120000,Diesel,Individual,Manual,1
Maruti Baleno Vxi,16,163000,100000,Petrol,Individual,Manual,1
Mercedes-Benz E-Class 220 CDI,22,350000,100000,Diesel,Individual,Manual,1
Tata Indica GLS BS IV,17,75000,100000,Petrol,Individual,Manual,1
Maruti Alto LXi,11,180000,60000,Petrol,Individual,Manual,1
Ford Figo Aspire 1.5 TDCi Trend,6,675000,30000,Diesel,Individual,Manual,0
Maruti Swift VDI,10,400000,170000,Diesel,Individual,Manual,0
Volkswagen Polo Diesel Highline 1.2L,10,434999,100000,Diesel,Individual,Manual,1
Tata Indigo GLX,17,100000,110000,Petrol,Individual,Manual,1
Maruti Swift Dzire LDI Optional,8,419000,170000,Diesel,Individual,Manual,1
Tata Indica GLS BS IV,14,200000,100000,Petrol,Individual,Manual,0
Renault Scala Diesel RxL,9,400000,35000,Diesel,Individual,Manual,0
Ford EcoSport 1.5 Diesel Ambiente BSIV,5,790000,40000,Diesel,Individual,Manual,1
Renault Duster 85PS Diesel RxL Plus,8,500000,90000,Diesel,Individual,Manual,1
Skoda Rapid 1.6 TDI Elegance,11,275000,120000,Diesel,Individual,Manual,1
Hyundai i20 1.4 CRDi Sportz,11,450000,120000,Diesel,Individual,Manual,1
Mahindra XUV500 W11 Option AWD,3,1400000,25000,Diesel,Dealer,Manual,0
Renault Duster 110PS Diesel RxL,8,800000,15000,Diesel,Individual,Manual,0
Maruti Wagon R VXI,9,315000,41000,Petrol,Dealer,Manual,0
Maruti Baleno Alpha,4,700000,16000,Petrol,Individual,Manual,0
Mahindra Bolero SLX,7,585000,51000,Diesel,Dealer,Manual,0
Chevrolet Sail 1.2 LT ABS,9,350000,30000,Petrol,Individual,Manual,0
Honda City i-DTEC SV,9,495000,80000,Diesel,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Asta,6,500000,50000,Petrol,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz Option,10,345000,44000,Petrol,Dealer,Manual,0
Maruti Baleno Sigma 1.2,8,500000,10000,Petrol,Individual,Manual,0
Maruti Wagon R VXI,7,360000,33000,Petrol,Dealer,Manual,0
Maruti Alto LXi BSIII,13,210000,25000,Petrol,Individual,Manual,0
Maruti Alto K10 LXI,9,220000,66000,Petrol,Dealer,Manual,0
Chevrolet Aveo 1.4 LT BSIV,14,250000,48000,Petrol,Individual,Manual,0
Toyota Innova 2.5 G (Diesel) 8 Seater,7,990000,146000,Diesel,Dealer,Manual,0
Mahindra Quanto C4,10,220000,100000,Diesel,Individual,Manual,1
Jaguar XF 3.0 Litre S Premium Luxury,11,1800000,50000,Diesel,Individual,Automatic,1
Honda City i VTEC V,9,530000,50000,Petrol,Individual,Manual,0
Maruti Baleno Alpha 1.3,7,575000,50000,Diesel,Individual,Manual,0
Mahindra Xylo E4,11,400000,99000,Diesel,Dealer,Manual,0
Honda Mobilio S i DTEC,7,680000,50000,Diesel,Individual,Manual,0
Hyundai Santa Fe 4WD AT,9,1000000,80000,Diesel,Individual,Automatic,0
Maruti Alto 800 LXI,7,260000,45000,Petrol,Individual,Manual,1
Tata Manza Aura (ABS) Safire BS IV,13,150000,50000,Petrol,Individual,Manual,1
Maruti Alto LXi BSIII,15,180000,70000,Petrol,Individual,Manual,1
Force One EX,9,346000,37516,Diesel,Individual,Manual,0
Mahindra Xylo D2 BS IV,8,450000,20000,Diesel,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,4,500000,5000,Petrol,Individual,Manual,0
Hyundai Grand i10 1.2 CRDi Asta,4,700000,8000,Diesel,Individual,Manual,0
Maruti Alto 800 LXI,4,280000,25880,Petrol,Individual,Manual,0
Hyundai Santro Magna AMT BSIV,4,475000,10000,Petrol,Individual,Automatic,0
Maruti Swift Dzire VDi,14,300000,50000,Diesel,Individual,Manual,0
Maruti Alto K10 LXI,9,200999,40000,Petrol,Individual,Manual,0
Skoda Laura 1.9 TDI MT Ambiente,14,200000,100000,Diesel,Individual,Manual,1
Chevrolet Aveo U-VA 1.2 LS,14,210000,80000,Petrol,Individual,Manual,1
Tata Indigo LS BSII,11,160000,110000,Diesel,Individual,Manual,0
Hyundai Verna CRDi SX ABS,14,175000,136000,Diesel,Individual,Manual,1
Tata New Safari DICOR 2.2 GX 4x2 BS IV,11,320000,80000,Diesel,Individual,Manual,0
Maruti Alto LXi,14,110000,50000,Petrol,Individual,Manual,1
Maruti Wagon R LXI Minor,15,300000,30000,Petrol,Individual,Manual,0
Honda City V MT,11,700000,10000,Petrol,Individual,Manual,0
Tata Indica Vista Aura 1.3 Quadrajet,14,135000,90000,Diesel,Individual,Manual,1
Mahindra Bolero Power Plus Plus Non AC BSIV PS,8,500000,110000,Diesel,Individual,Manual,0
Mahindra Scorpio VLX 2WD AIRBAG BSIV,11,550000,120000,Diesel,Individual,Manual,1
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,9,1050000,90000,Diesel,Individual,Manual,1
Honda City i VTEC V,7,500000,20000,Petrol,Individual,Manual,0
Maruti Ritz VDi,12,180000,90000,Diesel,Individual,Manual,1
Hyundai Santro Xing GLS,13,170000,50000,Petrol,Individual,Manual,1
Honda Brio 1.2 S Option MT,4,484999,9000,Petrol,Individual,Manual,0
Maruti A-Star Vxi,12,150000,70000,Petrol,Individual,Manual,1
Maruti Alto K10 VXI Airbag,5,380000,25000,Petrol,Individual,Manual,0
Hyundai Santro Sportz BSIV,4,480000,10000,Petrol,Individual,Manual,0
Tata Indica Vista Aura 1.3 Quadrajet,14,135000,90000,Diesel,Individual,Manual,1
Volkswagen Polo Diesel Highline 1.2L,12,290000,60000,Diesel,Individual,Manual,1
Fiat Linea Dynamic,10,350000,70000,Petrol,Individual,Manual,0
Maruti Alto 800 LXI,9,110000,25000,Petrol,Individual,Manual,0
Hyundai Santro LE zipPlus,20,70000,80000,Petrol,Individual,Manual,1
Volkswagen Vento Petrol Highline AT,12,300000,70000,Petrol,Individual,Automatic,1
Maruti Alto 800 LX,6,180000,60000,Petrol,Individual,Manual,0
Renault KWID RXL,3,300000,20000,Petrol,Individual,Manual,0
Maruti Baleno Delta 1.2,6,509000,60000,Petrol,Individual,Manual,0
Maruti SX4 S Cross DDiS 320 Zeta,7,650000,80000,Diesel,Individual,Manual,0
Maruti Swift VDI BSIV,8,450000,70000,Diesel,Individual,Manual,1
Mahindra Jeep Classic,24,170000,2020,Diesel,Individual,Manual,1
Mahindra Scorpio 2.6 Turbo 7 Str,16,210000,100000,Diesel,Individual,Manual,1
Hyundai i20 Asta 1.4 CRDi,10,360000,80000,Diesel,Individual,Manual,1
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,12,495000,120000,Diesel,Individual,Manual,1
Maruti Alto LX,17,105000,100000,Petrol,Individual,Manual,1
Hyundai i20 Magna,13,270000,60000,Petrol,Individual,Manual,1
