name,owner,Age,selling_price,km_driven,fuel_Diesel,fuel_Petrol,seller_type_Dealer,seller_type_Individual,transmission_Manual
Maruti Zen Estilo 1.1 LXI BSIII,1,16,100000,143000,0,1,0,1,1
Honda City 1.5 V MT,1,13,350000,115000,0,1,0,1,1
Tata Manza ELAN Quadrajet BS IV,1,12,165000,100000,1,0,0,1,1
Maruti Swift Dzire ZDI,1,4,475000,120000,1,0,0,1,1
Mahindra Xylo E4 ABS BS IV,0,10,350000,42000,1,0,0,1,1
Renault KWID RXL,0,7,229999,38000,0,1,0,1,1
Honda WR-V i-DTEC VX,0,5,800000,35000,1,0,0,1,1
Maruti Swift Dzire ZDI,1,9,475000,120000,1,0,0,1,1
Nissan Terrano XL 110 PS,0,9,425000,136906,1,0,0,1,1
Maruti Ciaz VDi Plus,1,8,660000,97000,1,0,0,1,1
Honda Amaze S CVT Petrol,0,4,610000,10000,0,1,0,1,0
Honda Brio S MT,1,10,240000,50000,0,1,0,1,1
Maruti Esteem Lxi,1,18,70000,60000,0,1,0,1,1
Toyota Corolla Altis Diesel D4DGL,0,12,550000,120000,1,0,0,1,1
Tata Indica Vista Aura 1.2 Safire,1,13,100000,120000,0,1,0,1,1
Mahindra Bolero SLE,1,13,350000,90000,1,0,0,1,1
Hyundai EON Era Plus,0,10,200000,120000,0,1,0,1,1
Hyundai Elite i20 Asta Option CVT BSIV,0,4,720000,3000,0,1,0,1,0
Maruti Ritz VDi,0,9,350000,133000,1,0,0,1,1
Maruti Wagon R VXI BS IV,0,7,400000,25000,0,1,0,1,1
Hyundai i20 Active 1.2 S,0,6,570000,35000,0,1,0,1,1
Maruti Omni MPI STD BSIV,0,8,130000,70000,0,1,0,1,1
Maruti Alto 800 LXI,0,7,210000,52000,0,1,0,1,1
Hyundai Creta 1.4 E Plus,0,5,800000,52000,1,0,0,1,1
Honda Jazz 1.5 E i DTEC,0,6,700000,39000,1,0,0,1,1
Tata Indica Vista Quadrajet VX,0,12,200000,28689,1,0,0,1,1
Tata Aria Pure LX 4x2,1,9,495000,90000,1,0,0,1,1
Ford Fiesta Classic 1.4 Duratorq CLXI,0,9,325000,80322,1,0,1,0,1
Ford Freestyle Trend Petrol BSIV,0,4,650000,8000,0,1,0,1,1
Mahindra Jeep MM 775 XDB,1,23,155000,50000,1,0,0,1,1
Maruti 800 AC BSIII,1,16,75000,90000,0,1,0,1,1
Hyundai Grand i10 1.2 CRDi Magna,0,8,350000,61658,1,0,1,0,1
Maruti Zen Estilo LX BSIV,1,13,90000,50000,0,1,0,1,1
Maruti Ertiga SHVS VDI,0,7,600000,80000,1,0,0,1,1
Mahindra Scorpio SLE BSIII,0,13,400000,185000,1,0,0,1,1
Maruti Swift VDI BSIV,1,9,370000,57000,1,0,0,1,1
Maruti 800 DX,0,23,50000,60000,0,1,0,1,1
Honda City 1.5 GXI,1,19,125000,120000,0,1,0,1,1
Honda CR-V Diesel 4WD,0,5,1800000,26000,1,0,0,1,0
Hyundai Grand i10 1.2 Kappa Magna AT,0,4,650000,20000,0,1,0,1,0
Maruti Ertiga BSIV VXI AT,0,6,800000,30600,0,1,0,1,0
Volkswagen Polo 1.0 TSI Highline Plus,0,3,802000,5000,0,1,0,1,1
Audi A4 35 TDI Premium,1,8,2300000,35000,1,0,0,1,0
Hyundai Xcent 1.1 CRDi SX,0,7,430000,35000,1,0,0,1,1
Hyundai Verna 1.6 SX VTVT,0,6,650000,23000,0,1,0,1,1
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,0,19,170000,120000,1,0,0,1,1
Skoda Superb Elegance 2.0 TDI CR AT,0,12,450000,235000,1,0,0,1,0
Maruti Alto 800 LXI,0,10,250000,87000,0,1,0,1,1
Ford Ecosport 1.0 Ecoboost Titanium,1,9,550000,72000,0,1,0,1,1
Jaguar XF 3.0 Litre S Premium Luxury,1,10,2000000,64000,1,0,0,1,0
Maruti Zen Estilo VXI BSIII,1,16,140000,100000,0,1,0,1,1
Chevrolet Beat LT,0,11,155000,12000,0,1,0,1,1
Hyundai Accent Executive,1,13,120000,67000,0,1,0,1,1
Toyota Innova 2.5 E 8 STR,0,11,287000,70000,1,0,0,1,1
Maruti Baleno Alpha 1.3,0,7,675000,60000,1,0,0,1,1
Hyundai i10 Magna 1.2 iTech SE,1,12,235000,74500,0,1,0,1,1
Hyundai i20 1.4 CRDi Asta,1,12,300000,118700,1,0,0,1,1
Nissan Micra XL CVT,1,8,434999,40000,0,1,0,1,0
Mahindra Scorpio VLX AT 2WD BSIII,1,19,225000,223660,1,0,0,1,0
Toyota Corolla AE,1,17,160000,140000,0,1,0,1,1
Hyundai Grand i10 Nios Sportz,0,3,600000,5000,0,1,0,1,1
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,1,7,470000,100000,1,0,0,1,1
Maruti Swift Dzire VXi,1,12,300000,100000,0,1,0,1,1
Maruti Baleno Delta 1.2,0,5,600000,2000,0,1,0,1,1
Hyundai Grand i10 Nios AMT Magna,0,3,640000,4000,0,1,0,1,0
Tata Indica DLS,1,17,50000,120000,1,0,0,1,1
Hyundai Verna 1.6 VTVT S,0,8,600000,35000,0,1,0,1,1
Hyundai i10 Magna LPG,0,9,290000,29000,0,0,0,1,1
Hyundai Verna 1.6 VTVT S,0,8,600000,30000,0,1,0,1,1
Tata Manza Aqua Quadrajet BS IV,0,11,190000,120000,1,0,0,1,1
Hyundai i10 Era 1.1,1,15,160000,110000,0,1,0,1,1
Maruti Alto K10 VXI,0,6,325000,15000,0,1,0,1,1
Mahindra Bolero DI,0,17,200000,73756,1,0,0,1,1
Toyota Fortuner 2.8 2WD AT BSIV,0,5,2800000,40000,1,0,0,1,0
Chevrolet Spark 1.0 LS,1,12,125000,60000,0,1,0,1,1
Hyundai i10 Magna 1.1,1,15,155000,60000,0,1,0,1,1
Hyundai i20 Asta 1.4 CRDi,0,8,550000,90000,1,0,0,1,1
Maruti Wagon R LX BSIII,1,14,130000,70000,0,1,0,1,1
Maruti 800 AC,1,21,80000,70000,0,1,0,1,1
Toyota Etios Cross 1.4L GD,1,8,500000,80000,1,0,0,1,1
Renault KWID RXT BSIV,0,4,250000,27000,0,1,0,1,1
Mahindra XUV500 W8 2WD,0,11,580000,70000,1,0,0,1,1
Daewoo Matiz SD,0,21,60000,50000,0,1,0,1,1
Toyota Etios GD,0,11,300000,185000,1,0,0,1,1
Ford Figo Diesel Titanium,1,9,200000,90000,1,0,0,1,1
Tata Hexa XT,0,6,1200000,16400,1,0,0,1,1
Toyota Etios Cross 1.4L GD,1,8,350000,80000,1,0,0,1,1
Mahindra XUV500 W8 4WD,1,11,600000,80000,1,0,0,1,1
Honda Jazz V,0,4,650000,4000,0,1,0,1,1
Maruti A-Star Lxi,0,15,120000,40000,0,1,0,1,1
Tata New Safari DICOR 2.2 EX 4x2,1,13,180000,120000,1,0,0,1,1
Hyundai Verna VTVT 1.6 AT SX Option,0,5,950000,41395,0,1,0,1,0
Tata Manza Aura Quadrajet BS IV,1,11,250999,35000,1,0,0,1,1
Skoda Laura Ambiente 2.0 TDI CR MT,0,11,385000,52000,1,0,1,0,1
Audi A8 L 3.0 TDI quattro,1,14,1250000,47000,1,0,1,0,0
Chevrolet Beat LT,0,10,165000,50000,0,1,0,1,1
Hyundai Elantra SX,0,8,700000,48000,0,1,1,0,1
Mahindra XUV500 W8 4WD,0,8,750000,53000,1,0,1,0,1
Mahindra Renault Logan 1.5 DLS,0,15,89999,213000,1,0,0,1,1
Datsun redi-GO AMT 1.0 T Option,0,5,290000,15000,0,1,1,0,0
Tata Nano Cx BSIII,1,9,45000,7000,0,1,0,1,1
Skoda Superb Ambition 2.0 TDI CR AT,0,10,675000,88000,1,0,1,0,0
Nissan Terrano XL Plus 85 PS,0,8,530000,55000,1,0,1,0,1
BMW X1 sDrive20d M Sport,0,9,1485000,48000,1,0,1,0,0
Chevrolet Enjoy TCDi LT 7 Seater,0,9,325000,71014,1,0,1,0,1
Honda Amaze S Diesel,0,8,400000,60000,1,0,1,0,1
Mahindra KUV 100 D75 K6 Plus,0,6,380000,71000,1,0,1,0,1
Honda City i-VTEC CVT VX,0,7,750000,45000,0,1,1,0,0
Honda Brio VX,0,6,390000,45000,0,1,1,0,1
Maruti Alto LXi,0,14,110000,20000,0,1,0,1,1
MG Hector Sharp Diesel MT BSIV,0,4,1825000,14000,1,0,1,0,1
Audi A4 35 TDI Premium Plus,0,4,3256000,17000,1,0,1,0,0
Renault Scala Diesel RxL,0,8,370000,60000,1,0,1,0,1
Chevrolet Beat Diesel LT,1,10,210000,80000,1,0,0,1,1
Skoda Laura Ambiente 1.9 PD,1,16,175000,181000,1,0,0,1,1
Hyundai Verna 1.6 SX CRDi (O),1,11,575000,89550,1,0,0,1,1
Mahindra Xylo D4,1,13,320000,90000,1,0,0,1,1
Maruti Swift Ldi BSIV,1,13,280000,149500,1,0,0,1,1
Renault Duster 85PS Diesel RxL Optional,1,10,500000,190000,1,0,0,1,1
Ford Fiesta Diesel Style,0,10,380000,83000,1,0,1,0,1
Maruti 800 AC BSIII,1,18,120000,20000,0,1,0,1,1
Maruti Eeco 5 Seater AC BSIV,0,5,395000,20000,0,1,0,1,1
Skoda Laura 1.9 TDI MT Ambiente,0,13,360000,160000,1,0,0,1,1
Nissan Terrano XL Plus 85 PS,0,8,451000,100000,1,0,0,1,1
Chevrolet Spark 1.0 LS,1,13,175000,45000,0,1,0,1,1
Chevrolet Spark 1.0 LS,1,14,170000,44800,0,1,0,1,1
Hyundai Santro Xing XL eRLX Euro III,1,17,100000,40000,0,1,0,1,1
Maruti Omni MPI STD BSIV,1,9,150000,120000,0,1,0,1,1
Tata Indica Vista Quadrajet LX,1,12,149000,10000,1,0,0,1,1
Tata Indica Vista Aqua 1.3 Quadrajet,1,12,160000,80000,1,0,0,1,1
Datsun GO Plus T Option Petrol,0,5,434999,10000,0,1,0,1,1
Mahindra XUV500 W8 4WD,0,9,800000,156000,1,0,0,1,1
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,1,13,819999,120000,1,0,0,1,1
Maruti Baleno Vxi,1,16,163000,100000,0,1,0,1,1
Mercedes-Benz E-Class 220 CDI,1,22,350000,100000,1,0,0,1,1
Tata Indica GLS BS IV,1,17,75000,100000,0,1,0,1,1
Maruti Alto LXi,1,11,180000,60000,0,1,0,1,1
Ford Figo Aspire 1.5 TDCi Trend,0,6,675000,30000,1,0,0,1,1
Maruti Swift VDI,0,10,400000,170000,1,0,0,1,1
Volkswagen Polo Diesel Highline 1.2L,1,10,434999,100000,1,0,0,1,1
Tata Indigo GLX,1,17,100000,110000,0,1,0,1,1
Maruti Swift Dzire LDI Optional,1,8,419000,170000,1,0,0,1,1
Tata Indica GLS BS IV,0,14,200000,100000,0,1,0,1,1
Renault Scala Diesel RxL,0,9,400000,35000,1,0,0,1,1
Ford EcoSport 1.5 Diesel Ambiente BSIV,1,5,790000,40000,1,0,0,1,1
Renault Duster 85PS Diesel RxL Plus,1,8,500000,90000,1,0,0,1,1
Skoda Rapid 1.6 TDI Elegance,1,11,275000,120000,1,0,0,1,1
Hyundai i20 1.4 CRDi Sportz,1,11,450000,120000,1,0,0,1,1
Mahindra XUV500 W11 Option AWD,0,3,1400000,25000,1,0,1,0,1
Renault Duster 110PS Diesel RxL,0,8,800000,15000,1,0,0,1,1
Maruti Wagon R VXI,0,9,315000,41000,0,1,1,0,1
Maruti Baleno Alpha,0,4,700000,16000,0,1,0,1,1
Mahindra Bolero SLX,0,7,585000,51000,1,0,1,0,1
Chevrolet Sail 1.2 LT ABS,0,9,350000,30000,0,1,0,1,1
Honda City i-DTEC SV,0,9,495000,80000,1,0,1,0,1
Hyundai Grand i10 1.2 Kappa Asta,0,6,500000,50000,0,1,0,1,1
Hyundai Grand i10 1.2 Kappa Sportz Option,0,10,345000,44000,0,1,1,0,1
Maruti Baleno Sigma 1.2,0,8,500000,10000,0,1,0,1,1
Maruti Wagon R VXI,0,7,360000,33000,0,1,1,0,1
Maruti Alto LXi BSIII,0,13,210000,25000,0,1,0,1,1
Maruti Alto K10 LXI,0,9,220000,66000,0,1,1,0,1
Chevrolet Aveo 1.4 LT BSIV,0,14,250000,48000,0,1,0,1,1
Toyota Innova 2.5 G (Diesel) 8 Seater,0,7,990000,146000,1,0,1,0,1
Mahindra Quanto C4,1,10,220000,100000,1,0,0,1,1
Jaguar XF 3.0 Litre S Premium Luxury,1,11,1800000,50000,1,0,0,1,0
Honda City i VTEC V,0,9,530000,50000,0,1,0,1,1
Maruti Baleno Alpha 1.3,0,7,575000,50000,1,0,0,1,1
Mahindra Xylo E4,0,11,400000,99000,1,0,1,0,1
Honda Mobilio S i DTEC,0,7,680000,50000,1,0,0,1,1
Hyundai Santa Fe 4WD AT,0,9,1000000,80000,1,0,0,1,0
Maruti Alto 800 LXI,1,7,260000,45000,0,1,0,1,1
Tata Manza Aura (ABS) Safire BS IV,1,13,150000,50000,0,1,0,1,1
Maruti Alto LXi BSIII,1,15,180000,70000,0,1,0,1,1
Force One EX,0,9,346000,37516,1,0,0,1,1
Mahindra Xylo D2 BS IV,0,8,450000,20000,1,0,0,1,1
Hyundai Grand i10 1.2 Kappa Sportz BSIV,0,4,500000,5000,0,1,0,1,1
Hyundai Grand i10 1.2 CRDi Asta,0,4,700000,8000,1,0,0,1,1
Maruti Alto 800 LXI,0,4,280000,25880,0,1,0,1,1
Hyundai Santro Magna AMT BSIV,0,4,475000,10000,0,1,0,1,0
Maruti Swift Dzire VDi,0,14,300000,50000,1,0,0,1,1
Maruti Alto K10 LXI,0,9,200999,40000,0,1,0,1,1
Skoda Laura 1.9 TDI MT Ambiente,1,14,200000,100000,1,0,0,1,1
Chevrolet Aveo U-VA 1.2 LS,1,14,210000,80000,0,1,0,1,1
Tata Indigo LS BSII,0,11,160000,110000,1,0,0,1,1
Hyundai Verna CRDi SX ABS,1,14,175000,136000,1,0,0,1,1
Tata New Safari DICOR 2.2 GX 4x2 BS IV,0,11,320000,80000,1,0,0,1,1
Maruti Alto LXi,1,14,110000,50000,0,1,0,1,1
Maruti Wagon R LXI Minor,0,15,300000,30000,0,1,0,1,1
Honda City V MT,0,11,700000,10000,0,1,0,1,1
Tata Indica Vista Aura 1.3 Quadrajet,1,14,135000,90000,1,0,0,1,1
Mahindra Bolero Power Plus Plus Non AC BSIV PS,0,8,500000,110000,1,0,0,1,1
Mahindra Scorpio VLX 2WD AIRBAG BSIV,1,11,550000,120000,1,0,0,1,1
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,1,9,1050000,90000,1,0,0,1,1
Honda City i VTEC V,0,7,500000,20000,0,1,0,1,1
Maruti Ritz VDi,1,12,180000,90000,1,0,0,1,1
Hyundai Santro Xing GLS,1,13,170000,50000,0,1,0,1,1
Honda Brio 1.2 S Option MT,0,4,484999,9000,0,1,0,1,1
Maruti A-Star Vxi,1,12,150000,70000,0,1,0,1,1
Maruti Alto K10 VXI Airbag,0,5,380000,25000,0,1,0,1,1
Hyundai Santro Sportz BSIV,0,4,480000,10000,0,1,0,1,1
Tata Indica Vista Aura 1.3 Quadrajet,1,14,135000,90000,1,0,0,1,1
Volkswagen Polo Diesel Highline 1.2L,1,12,290000,60000,1,0,0,1,1
Fiat Linea Dynamic,0,10,350000,70000,0,1,0,1,1
Maruti Alto 800 LXI,0,9,110000,25000,0,1,0,1,1
Hyundai Santro LE zipPlus,1,20,70000,80000,0,1,0,1,1
Volkswagen Vento Petrol Highline AT,1,12,300000,70000,0,1,0,1,0
Maruti Alto 800 LX,0,6,180000,60000,0,1,0,1,1
Renault KWID RXL,0,3,300000,20000,0,1,0,1,1
Maruti Baleno Delta 1.2,0,6,509000,60000,0,1,0,1,1
Maruti SX4 S Cross DDiS 320 Zeta,0,7,650000,80000,1,0,0,1,1
Maruti Swift VDI BSIV,1,8,450000,70000,1,0,0,1,1
Mahindra Jeep Classic,1,24,170000,2020,1,0,0,1,1
Mahindra Scorpio 2.6 Turbo 7 Str,1,16,210000,100000,1,0,0,1,1
Hyundai i20 Asta 1.4 CRDi,1,10,360000,80000,1,0,0,1,1
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,1,12,495000,120000,1,0,0,1,1
Maruti Alto LX,1,17,105000,100000,0,1,0,1,1
Hyundai i20 Magna,1,13,270000,60000,0,1,0,1,1
Ford Figo Petrol LXI,0,13,130000,110000,0,1,0,1,1
Honda City i DTEC S,1,9,700000,90000,1,0,0,1,1
Chevrolet Cruze LTZ,0,11,400000,40000,1,0,0,1,1
Maruti Swift ZXI ABS,1,14,250000,60000,0,1,0,1,1
Honda Amaze VX i-DTEC,1,10,325000,94000,1,0,0,1,1
Maruti Alto LXi,0,15,69000,100000,0,1,0,1,1
Mahindra Scorpio S11 BSIV,0,5,1380000,25000,1,0,0,1,1
Maruti Zen Estilo VXI BSIII,0,16,90000,90000,0,1,0,1,1
Mahindra XUV500 W6 1.99 mHawk,0,7,1000000,40000,1,0,0,1,1
Hyundai Accent GLE CNG,1,13,145000,90000,0,0,0,1,1
Maruti Alto K10 LX,1,3,250000,1100,0,1,0,1,1
Maruti Swift VDI,1,12,256000,70000,1,0,0,1,1
Tata Indica DLS,0,18,70000,120000,1,0,0,1,1
Maruti Wagon R VX,1,23,50000,88500,0,1,0,1,1
Renault KWID RXT,1,7,240000,70000,0,1,0,1,1
Tata Indica Vista Aqua 1.2 Safire BSIV,0,13,97000,128000,0,1,0,1,1
Tata Indigo CR4,0,11,130000,120000,1,0,0,1,1
Maruti Swift 1.3 VXi,0,14,199000,52536,0,1,0,1,1
Honda Civic 1.8 S AT,0,17,125000,70000,0,1,0,1,0
Hyundai Xcent 1.1 CRDi Base,0,8,420000,60000,1,0,0,1,1
Mahindra NuvoSport N8,0,7,525000,110000,1,0,0,1,1
Hyundai Santro Xing GLS,0,15,125000,85000,0,1,0,1,1
Hyundai Verna Transform CRDi VGT SX ABS,0,13,325000,135000,1,0,0,1,1
Volkswagen Vento New Diesel Highline,1,11,330000,86000,1,0,0,1,1
Maruti Wagon R LXI BS IV,0,13,110000,50000,0,1,0,1,1
Maruti S-Presso VXI Plus,0,4,450000,1950,0,1,0,1,1
Maruti Swift 1.3 VXi,0,18,85000,118400,0,1,0,1,1
Honda Civic 1.8 S MT,1,16,229999,70000,0,1,0,1,1
Hyundai i10 Magna,1,11,250000,60000,0,1,0,1,1
Ford Ecosport 1.5 DV5 MT Titanium,0,8,650000,68000,1,0,0,1,1
Maruti Swift Dzire VDI,0,6,600000,46507,1,0,0,0,1
Toyota Etios Liva 1.2 VX,0,6,650000,6480,0,1,0,0,1
Maruti Vitara Brezza VDi,0,6,750000,32077,1,0,0,0,1
Toyota Yaris G,0,5,850000,19107,0,1,0,0,1
Hyundai EON Era Plus Option,0,6,315000,18469,0,1,0,0,1
Maruti Swift LXI Option,0,8,415000,28217,0,1,0,0,1
Maruti Ciaz ZDi Plus,0,7,640000,72787,1,0,0,0,1
Maruti Ciaz 1.4 Alpha,0,6,780000,31063,0,1,0,0,1
Toyota Fortuner 4x2 AT,0,6,2595000,79641,1,0,0,0,0
Hyundai Creta 1.6 CRDi SX,0,8,850000,58692,1,0,0,0,1
Hyundai Creta 1.6 CRDi SX,0,8,900000,54784,1,0,0,0,1
Toyota Corolla Altis GL MT,0,7,1150000,64156,0,1,0,0,1
Maruti Esteem Lxi - BSIII,0,16,75000,54000,0,1,0,1,1
Volkswagen Vento Diesel Comfortline,0,11,215000,97000,1,0,0,1,1
Maruti SX4 ZXI AT,1,14,130000,120000,0,1,0,1,0
Hyundai Santro Magna AMT BSIV,0,4,400000,16000,0,1,0,1,0
Maruti Swift Dzire AMT ZXI,0,4,550000,60000,0,1,0,1,0
Chevrolet Beat LT,0,7,245000,52000,0,1,1,0,1
Maruti Swift VDI BSIV,1,13,320000,110000,1,0,0,1,1
Mahindra TUV 300 T8 AMT,1,7,730000,60000,1,0,0,1,0
Ford Fusion 1.6 Duratec Petrol,1,18,120000,100000,0,1,0,1,1
Honda City i-VTEC VX,0,6,950000,35000,0,1,0,1,1
Maruti Wagon R VXI BS IV,1,6,350000,48000,0,1,0,1,1
Maruti Esteem Vxi,1,18,100000,20000,0,1,0,1,1
Maruti Wagon R VXI BS IV,0,6,350000,30000,0,1,0,1,1
Maruti Wagon R VXI BSIII,1,18,80000,40000,0,1,0,1,1
Hyundai Verna 1.6 VTVT,0,10,370000,60000,0,1,0,1,1
Hyundai EON D Lite Plus,1,11,160000,70000,0,1,0,1,1
Tata Sumo Victa EX 7/9 Str BSII,0,14,130000,120000,1,0,0,1,1
Chevrolet Sail Hatchback 1.2 LS,0,7,250000,30000,0,1,0,1,1
Tata New Safari DICOR 2.2 GX 4x2 BS IV,1,11,270000,80000,1,0,0,1,1
BMW X1 sDrive 20d xLine,0,4,2600000,9500,1,0,0,1,0
Hyundai EON Era Plus,0,10,160000,80000,0,1,0,1,1
Hyundai EON Magna Plus,0,7,229999,80000,0,1,0,1,1
Mahindra Bolero Power Plus ZLX,0,6,750000,29000,1,0,0,1,1
Chevrolet Optra Magnum 2.0 LS,0,12,195000,120000,1,0,0,1,1
Toyota Etios Cross 1.2L G,0,8,320000,60000,0,1,0,1,1
Mahindra Scorpio S7 140 BSIV,0,5,1100000,20000,1,0,0,1,1
Datsun RediGO S,0,7,270000,22000,0,1,0,1,1
Skoda Fabia 1.2 MPI Ambition Plus,0,11,300000,50000,0,1,0,1,1
Chevrolet Beat Diesel LT,0,11,200000,50000,1,0,0,1,1
Maruti Zen Estilo 1.1 LXI BSIII,0,16,120000,81366,0,1,0,1,1
Maruti Esteem Vxi - BSIII,0,17,95000,110000,0,1,0,1,1
Volkswagen Polo Petrol Comfortline 1.2L,0,10,400000,100000,0,1,0,1,1
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,0,17,229999,300000,1,0,0,1,1
Mahindra KUV 100 mFALCON D75 K6,0,7,430000,20000,1,0,0,1,1
Renault Fluence 1.5,0,11,300000,90000,1,0,0,1,1
Fiat Linea Dynamic,0,10,350000,70000,0,1,0,1,1
Renault Duster 110PS Diesel RxZ,0,10,450000,120000,1,0,0,1,1
Renault KWID RXT,1,7,200000,53000,0,1,0,1,1
Maruti Alto 800 LXI,0,6,250000,30000,0,1,0,1,1
Maruti Swift Dzire 1.2 Vxi BSIV,1,11,368000,90000,0,1,0,1,1
Maruti Swift Dzire 1.2 Vxi BSIV,1,11,368000,90000,0,1,0,1,1
Toyota Innova 2.5 GX (Diesel) 7 Seater,0,9,650000,244000,1,0,0,1,1
Mahindra Jeep CL 500 MDI,1,26,150000,120000,1,0,0,1,1
Maruti Wagon R LXI DUO BS IV,0,11,180000,60000,0,0,0,1,1
Hyundai Grand i10 1.2 Kappa Sportz Option,0,6,525000,15000,0,1,0,1,1
Ford Endeavour 4x4 XLT,1,18,350000,150000,1,0,0,1,1
Mahindra TUV 300 Plus P4,1,5,850000,30000,1,0,0,1,1
Volkswagen Jetta 2.0 TDI Comfortline,1,12,350000,312000,1,0,0,1,1
Maruti Esteem Lxi - BSIII,0,16,75000,54000,0,1,0,1,1
Maruti Swift 1.3 VXi,0,18,160000,67000,0,1,0,1,1
Maruti Swift LDI Optional,0,6,500000,40000,1,0,0,1,1
Hyundai Santro Xing GLS,0,15,130000,100000,0,1,0,1,1
Tata Zest Quadrajet 1.3 75PS XE,1,8,350000,100000,1,0,0,1,1
Maruti Wagon R LXI,0,18,70000,80000,0,1,0,1,1
Toyota Innova 2.5 G (Diesel) 7 Seater,1,9,750000,145000,1,0,0,1,1
Honda Amaze VX i-DTEC,0,10,450000,53000,1,0,0,1,1
Maruti Swift Dzire LDI,1,8,430000,73000,1,0,0,1,1
Maruti SX4 VDI,1,12,260000,90000,1,0,0,1,1
Maruti Swift VDI,1,10,370000,80000,1,0,0,1,1
Chevrolet Aveo 1.4 CNG,0,12,229999,100000,0,0,0,1,1
Ford Figo Diesel EXI,1,12,140000,90000,1,0,0,1,1
Toyota Innova 2.5 G (Diesel) 7 Seater,0,10,700000,200000,1,0,0,1,1
Hyundai Elite i20 Magna Plus BSIV,0,3,545000,7300,0,1,0,1,1
Datsun RediGO T Option,0,6,200000,30000,0,1,0,1,1
Tata Safari Storme VX,0,8,500000,120000,1,0,0,1,1
Maruti Alto LXi,1,15,70000,90000,0,1,0,1,1
Mahindra Thar 4X4,1,10,580000,25000,1,0,0,1,1
Maruti Eeco 5 STR With AC Plus HTR CNG,1,11,160000,70000,0,0,0,1,1
Hyundai Grand i10 1.2 Kappa Sportz BSIV,0,5,450000,6000,0,1,0,1,1
Maruti Alto LXi,0,13,160000,36000,0,1,0,1,1
Maruti Ertiga SHVS ZDI Plus,0,7,760000,49000,1,0,0,1,1
Hyundai EON Magna Optional,0,8,300000,22000,0,1,0,1,1
Maruti Omni 5 Str STD LPG,1,25,50000,35000,0,0,0,1,1
Mahindra Bolero 2011-2019 SLX,0,4,800000,24000,1,0,0,1,1
Maruti Swift Dzire VDI,0,5,680000,20000,1,0,0,1,1
Maruti 800 DUO AC LPG,1,14,85000,50000,0,0,0,1,1
Toyota Innova Crysta 2.4 G MT BSIV,0,7,1300000,70000,1,0,0,1,1
Maruti Swift VXI BSIV,0,7,500000,60000,0,1,0,1,1
Audi Q5 2.0 TDI,0,8,3500000,35000,1,0,0,1,0
Hyundai Accent GLX,0,15,145000,60000,0,1,0,1,1
Mahindra Quanto C6,0,10,300000,60000,1,0,0,1,1
Maruti Swift VDI Optional,1,6,600000,60000,1,0,0,1,1
Maruti Swift Dzire VXI,1,8,400000,70000,0,1,0,1,1
Hyundai Santro Xing XK eRLX EuroIII,1,16,130000,135000,0,1,0,1,1
Maruti 800 AC BSII,1,22,45000,72539,0,1,0,1,1
Maruti Baleno Zeta 1.2,0,6,641000,25000,0,1,0,1,1
Maruti Swift Dzire VDI,0,8,650000,50000,1,0,0,1,1
Ford Freestyle Titanium Diesel,1,3,784000,101,1,0,1,0,1
Ford Figo Titanium,1,3,635000,101,0,1,1,0,1
Ford Ecosport 1.5 Diesel Titanium,1,3,1000000,101,1,0,1,0,1
Ford Figo 1.5D Titanium Opt MT,0,8,495000,52328,1,0,1,0,1
Hyundai Santro Xing GLS,0,10,324000,30000,0,1,0,1,1
Ford Endeavour 3.2 Titanium AT 4X4,0,7,2100000,91505,1,0,1,0,0
Maruti Alto 800 LXI,0,5,200000,35000,0,1,0,1,1
Maruti Swift Dzire VDI,0,8,320000,60000,1,0,0,1,1
Hyundai EON Magna Optional,0,8,300000,20500,0,1,0,1,1
Tata Indica Vista Quadrajet LX,0,10,180000,200000,1,0,0,1,1
Toyota Innova 2.5 V Diesel 8-seater,1,15,500000,154000,1,0,0,1,1
Toyota Etios VX,1,12,305000,120000,0,1,0,1,1
Maruti 800 AC,1,14,125000,50000,0,1,0,1,1
Maruti Swift Dzire ZDI,0,8,800000,135000,1,0,0,1,1
Mahindra Scorpio SLE BSIV,0,14,420000,100000,1,0,0,1,1
Maruti Vitara Brezza ZDi Plus,0,6,875000,40000,1,0,0,1,1
Maruti Swift Dzire ZDI,0,9,580000,70000,1,0,0,1,1
Maruti Swift Ldi BSIV,1,12,350000,133000,1,0,0,1,1
Hyundai Accent GLS,1,19,120000,110000,0,1,0,1,1
Tata Indica Vista TDI LS,1,10,150000,180000,1,0,0,1,1
Renault Duster 110PS Diesel RxZ,0,10,650000,120000,1,0,0,1,1
Maruti Alto K10 2010-2014 VXI,1,13,225000,80000,0,1,0,1,1
Honda Amaze S AT i-Vtech,0,9,400000,15000,0,1,0,1,0
Hyundai Getz GLS,0,18,250000,70000,0,1,0,1,1
Hyundai Santro Xing GL Plus,1,15,120000,41723,0,1,0,1,1
Maruti SX4 Vxi BSIV,0,13,250000,70000,0,1,0,1,1
